,Movie,Director,Running time,Actor 1,Genre,Budget,Box Office,Earnings,Oscar and Golden Globes awards,Release year,IMDb score
2564,The Killer Inside Me,Michael Winterbottom,109,Liam Aiken,Crime,13000000,400000,-12600000,0.0,2010,6.1
2565,The King's Speech,Tom Hooper,118,Colin Firth,Biography,15000000,414000000,399000000,7.0,2010,8.0
2566,The Kite Runner,Marc Forster,128,Mustafa Haidari,Drama,20000000,73500000,53500000,0.0,2007,7.6
2567,The Ladies Man,Reginald Hudlin,84,Will Ferrell,Comedy,11000000,13000000,2000000,0.0,2000,5.1
2568,The Last Days on Mars,Ruairi Robinson,98,Romola Garai,Horror,7000000,1000000,-6000000,0.0,2013,5.5
2569,The Last Exorcism Part II,Ed Gass-Donnelly,93,Muse Watson,Thriller,5000000,25000000,20000000,0.0,2013,4.0
2570,The Last Exorcism,Daniel Stamm,87,Caleb Landry Jones,Thriller,1800000,68000000,66200000,0.0,2010,5.6
2571,The Last Godfather,Hyung-rae Shim,100,Jason Mewes,Comedy,13400000,1700000,-11700000,0.0,2010,3.6
2572,The Last House on the Left,Dennis Iliadis,114,Tony Goldwyn,Crime,15000000,4500000,-10500000,0.0,2009,6.6
2573,The Last King of Scotland,Kevin Macdonald,121,David Oyelowo,Biography,6000000,48200000,42200000,2.0,2006,7.7
2574,The Last Song,Julie Anne Robinson,107,Kelly Preston,Drama,20000000,89000000,69000000,0.0,2010,5.8
2575,The Last Station,Michael Hoffman,112,David Masterson,Biography,13000000,6000000,-7000000,0.0,2009,7.0
2576,The Lazarus Effect,David Gelb,83,Olivia Wilde,Horror,3300000,38000000,34700000,0.0,2015,5.2
2577,The Lizzie McGuire Movie,Jim Fall,94,Clayton Snyder,Adventure,17000000,42000000,25000000,0.0,2003,5.3
2578,The Longshots,Fred Durst,94,Tasha Smith,Biography,23000000,11000000,-12000000,0.0,2008,5.1
2579,The Lords of Salem,Rob Zombie,101,Sid Haig,Drama,2500000,8000000,5500000,0.0,2012,5.1
2580,The Losers,Sylvain White,97,Chris Evans,Action,25000000,29000000,4000000,0.0,2010,6.4
2581,The Lucky One,Scott Hicks,101,Blythe Danner,Drama,25000000,99000000,74000000,0.0,2012,6.5
2582,The Lucky Ones,Neil Burger,115,John Heard,Comedy,15000000,6000000,-9000000,0.0,2008,7.0
2583,The Lunchbox,Ritesh Batra,104,Nawazuddin Siddiqui,Drama,1000000,100000000,99000000,0.0,2013,7.8
2584,The Magic Flute,Kenneth Branagh,135,Kim-Marie Woodhouse,Drama,27000000,21000000,-6000000,0.0,2006,6.6
2585,The Man from Earth,Richard Schenkman,87,William Katt,Drama,200000,780000,580000,0.0,2007,8.0
2586,The Man with the Iron Fists,RZA,107,Rick Yune,Action,15000000,20000000,5000000,0.0,2012,5.4
2587,The Marine,John Bonito,92,Kelly Carlson,Action,20000000,22000000,2000000,0.0,2006,4.7
2588,The Master of Disguise,Perry Andelin Blake,80,Jennifer Esposito,Comedy,16000000,43000000,27000000,0.0,2002,3.3
2589,The Matador,Richard Shepard,96,Adam Scott,Comedy,10000000,12000000,2000000,0.0,2005,6.8
2590,The Men Who Stare at Goats,Grant Heslov,94,Kevin Spacey,Comedy,25000000,69000000,44000000,0.0,2009,6.2
2591,The Merchant of Venice,Michael Radford,131,Al Pacino,Drama,18000000,21000000,3000000,0.0,2004,7.1
2592,The Messenger,Oren Moverman,105,Steve Buscemi,Drama,6500000,1600000,-4900000,0.0,2009,7.2
2593,The Midnight Meat Train,RyÃ»hei Kitamura,103,Bradley Cooper,Horror,15000000,1500000,-13500000,0.0,2008,6.1
2594,The Mighty Macs,Tim Chambers,99,Ellen Burstyn,Drama,7000000,1300000,-5700000,0.0,2009,6.5
2595,The Mudge Boy,Michael Burke,94,Zachary Knighton,Crime,800000,141000000,140200000,0.0,2003,7.2
2596,The Neon Demon,Nicolas Winding Refn,118,Keanu Reeves,Horror,7000000,4000000,-3000000,0.0,2016,7.0
2597,The New Guy,Ed Decter,92,Zooey Deschanel,Comedy,13000000,31000000,18000000,0.0,2002,5.9
2598,The New World,Terrence Malick,150,Christian Bale,Biography,30000000,30000000,0,0.0,2005,6.7
2599,The Next Best Thing,John Schlesinger,99,Mark Valley,Comedy,25000000,24000000,-1000000,0.0,2000,4.7
2600,The Night Listener,Patrick Stettner,81,Robin Williams,Crime,4000000,11000000,7000000,0.0,2006,5.9
2601,The Notebook,Nick Cassavetes,123,Ryan Gosling,Drama,29000000,116000000,87000000,0.0,2004,7.9
2602,The November Man,Roger Donaldson,108,Luke Bracey,Action,15000000,34000000,19000000,0.0,2014,6.3
2603,The Oogieloves in the Big Balloon Adventure,Matthew Diamond,88,Chazz Palminteri,Adventure,20000000,1000000,-19000000,0.0,2012,6.7
2604,The Open Road,Michael Meredith,91,Jeff Bridges,Comedy,10000000,21000000,11000000,0.0,2009,5.5
2605,The Opposite Sex,Jennifer Finnigan,97,Geoff Stults,Comedy,3300000,900000,-2400000,0.0,2014,4.5
2606,The Original Kings of Comedy,Spike Lee,115,Bernie Mac,Comedy,3000000,38000000,35000000,0.0,2000,6.6
2607,The Orphanage,J.A. Bayona,105,Geraldine Chaplin,Drama,3400000,78000000,74600000,0.0,2007,7.5
2608,The Other Dream Team,Marius A. Markevicius,89,Tommy Sheppard,Documentary,500000,500000,0,0.0,2012,8.4
2609,The Other Side of Heaven,Mitch Davis,113,Anne Hathaway,Biography,7000000,4000000,-3000000,0.0,2001,6.5
2610,The Painted Veil,John Curran,125,Toby Jones,Drama,19400000,26000000,6600000,0.0,2006,7.5
2611,The Passion of the Christ,Mel Gibson,120,Christo Jivkov,Drama,30000000,120000000,90000000,1.0,2004,7.1
2612,The Perfect Man,Mark Rosman,100,Ben Feldman,Comedy,25000000,16000000,-9000000,0.0,2005,5.5
2613,The Perfect Wave,Bruce Macdonald,94,Rachel Hendrix,Biography,4000000,2200000,-1800000,0.0,2014,4.7
2614,The Perks of Being a Wallflower,Stephen Chbosky,102,Logan Lerman,Drama,13000000,34000000,21000000,0.0,2012,8.0
2615,The Pirates Who Don't Do Anything: A VeggieTales Movie,Mike Nawrocki,85,Yuri Lowenthal,Animation,15000000,12000000,-3000000,0.0,2008,5.7
2616,The Place Beyond the Pines,Derek Cianfrance,140,Ryan Gosling,Crime,15000000,47400000,32400000,0.0,2012,7.3
2617,The Possession,Ole Bornedal,92,Kyra Sedgwick,Horror,14000000,78000000,64000000,0.0,2012,5.9
2618,The Prince,Brian A Miller,93,Bruce Willis,Action,18000000,19000000,1000000,0.0,2014,4.6
2619,The Proposition,John Hillcoat,104,Ray Winstone,Crime,2000000,5000000,3000000,0.0,2005,7.4
2620,The Purge,James DeMonaco,85,Rhys Wakefield,Horror,3000000,89100000,86100000,0.0,2013,5.7
2621,The Purge: Anarchy,James DeMonaco,103,Noel Gugliemi,Action,9000000,111000000,102000000,0.0,2014,6.5
2622,The Purge: Election Year,James DeMonaco,109,Frank Grillo,Action,10000000,118000000,108000000,0.0,2016,6.1
2623,The Queen,Stephen Frears,94,Roger Allam,Biography,9800000,123000000,113200000,2.0,2006,7.3
2624,The Quiet American,Phillip Noyce,101,Brendan Fraser,Drama,30000000,28000000,-2000000,0.0,2002,7.1
2625,The R.M.,Kurt Hale,101,Kirby Heyborne,Comedy,500000,1050000,550000,0.0,2003,6.0
2626,The Raid: Redemption,Gareth Evans,102,Iko Uwais,Action,1100000,4000000,2900000,0.0,2011,7.6
2627,The Railway Man,Jonathan Teplitzky,116,Jeremy Irvine,Biography,18000000,22300000,4300000,0.0,2013,7.1
2628,The Raven,James McTeigue,110,Pam Ferris,Crime,26000000,29500000,3500000,0.0,2012,6.4
2629,The Real Cancun,Rick de Oliveira,96,Laura Ramsey,Documentary,8000000,4100000,-3900000,0.0,2003,2.7
2630,The Road,John Hillcoat,111,Viggo Mortensen,Adventure,25000000,27000000,2000000,0.0,2009,7.3
2631,The Rocker,Peter Cattaneo,102,Emma Stone,Comedy,15000000,8100000,-6900000,0.0,2008,6.2
2632,The Rocket: The Legend of Rocket Richard,Charles Binamé,124,Stephen McHattie,Biography,8000000,7500000,-500000,0.0,2005,7.7
2633,The Rookie,John Lee Hancock,127,Dennis Quaid,Drama,20000000,76000000,56000000,0.0,2002,7.0
2634,The Roommate,Christian E. Christiansen,91,Leighton Meester,Thriller,16000000,40000000,24000000,0.0,2011,4.8
2635,The Ruins,Carter Smith,93,Laura Ramsey,Horror,8000000,22000000,14000000,0.0,2008,5.9
2636,The Rules of Attraction,Roger Avary,110,Ian Somerhalder,Comedy,4000000,11200000,7200000,0.0,2002,6.7
2637,The Salton Sea,D.J. Caruso,103,Adam Goldberg,Crime,18000000,1000000,-17000000,0.0,2002,7.2
2638,The Second Best Exotic Marigold Hotel,John Madden,122,Tina Desai,Comedy,10000000,86000000,76000000,0.0,2015,6.6
2639,The Secret in Their Eyes,Juan José Campanella,129,Ricardo Darín,Drama,2000000,3400000,1400000,0.0,2009,8.2
2640,The Secret Life of Bees,Gina Prince-Bythewood,110,Nate Parker,Drama,11000000,39000000,28000000,0.0,2008,7.3
2641,The Singing Detective,Keith Gordon,109,Robert Downey Jr.,Comedy,8000000,2700000,-5300000,0.0,2003,5.6
2642,The Singles Ward,Kurt Hale,102,Kirby Heyborne,Comedy,500000,1100000,600000,0.0,2002,6.4
2643,The Sisterhood of Night,Caryn Waechter,104,Laura Fraser,Drama,1000000,6300000,5300000,0.0,2014,6.3
2644,The Sisterhood of the Traveling Pants,Ken Kwapis,119,Mike Vogel,Comedy,25000000,39100000,14100000,0.0,2005,6.6
2645,The Skulls,Rob Cohen,106,Paul Walker,Action,15000000,35000000,20000000,0.0,2000,5.6
2646,The Son of No One,Dito Montiel,90,Channing Tatum,Crime,15000000,51100000,36100000,0.0,2011,5.1
2647,The Spectacular Now,James Ponsoldt,95,Shailene Woodley,Comedy,2500000,6900000,4400000,0.0,2013,7.1
2648,The Spy Next Door,Brian Levant,94,Madeline Carroll,Action,28000000,45000000,17000000,0.0,2010,5.4
2649,The Square,Jehane Noujaim,108,Khalid Abdalla,Documentary,1500000,2000000,500000,0.0,2013,8.1
2650,The Squid and the Whale,Noah Baumbach,88,William Baldwin,Comedy,1500000,12000000,10500000,0.0,2005,7.4
2651,The Statement,Norman Jewison,120,Charlotte Rampling,Thriller,23000000,2000000,-21000000,0.0,2003,6.2
2652,The Station Agent,Tom McCarthy,89,Peter Dinklage,Comedy,500000,9000000,8500000,1.0,2003,7.7
2653,The Switch,Josh Gordon,101,Caroline Dhavernas,Comedy,19000000,49900000,30900000,0.0,2010,6.1
2654,The Tailor of Panama,John Boorman,109,Daniel Radcliffe,Thriller,18000000,14000000,-4000000,0.0,2001,6.1
2655,The Tempest,Julie Taymor,110,Djimon Hounsou,Comedy,20000000,5000000,-15000000,0.0,2010,5.4
2656,The Ten,David Wain,96,Jon Hamm,Comedy,5250000,862000,-4388000,0.0,2007,5.0
2657,The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,83,Matt Bomer,Horror,16000000,51800000,35800000,0.0,2006,5.9
2658,The Theory of Everything,James Marsh,123,Eddie Redmayne,Biography,15000000,123000000,108000000,5.0,2014,7.7
2659,The Tigger Movie,Jun Falkenstein,77,Kath Soucie,Animation,30000000,96200000,66200000,0.0,2000,6.3
2660,The To Do List,Maggie Carey,104,Donald Glover,Comedy,1500000,3500000,2000000,0.0,2013,5.8
2661,The Transporter Refueled,Camille Delamarre,96,Ed Skrein,Action,25000000,72300000,47300000,0.0,2015,5.1
2662,The Transporter,Louis Leterrier,92,Jason Statham,Action,21000000,43000000,22000000,0.0,2002,6.8
2663,The Trials of Darryl Hunt,Ricki Stern,106,Darryl Hunt,Documentary,200000,1000000,800000,0.0,2006,7.7
2664,The Triplets of Belleville,Sylvain Chomet,80,Michel Robin,Animation,9500000,14000000,4500000,0.0,2003,7.8
2665,The True Story of Puss'N Boots,Jér?me Deschamps,80,Yolande Moreau,Animation,25000000,2000000,-23000000,0.0,2009,2.9
2666,The Unborn,David S. Goyer,89,Gary Oldman,Drama,16000000,76000000,60000000,0.0,2009,4.8
2667,The Upside of Anger,Mike Binder,118,Alicia Witt,Comedy,9000000,28300000,19300000,0.0,2005,6.9
2668,The Vatican Exorcisms,Joe Marino,76,Piero MaggiÃ²,Horror,1100000,1000000,-100000,0.0,2013,2.6
2669,The Vatican Tapes,Mark Neveldine,91,Djimon Hounsou,Horror,8495000,15000000,6505000,0.0,2015,4.5
2670,The Virginity Hit,Huck Botko,86,Matt Bennett,Comedy,3400000,2000000,-1400000,0.0,2010,4.6
2671,The Visit,M. Night Shyamalan,94,Ocean James,Horror,5000000,98300000,93300000,0.0,2015,6.2
2672,The Visual Bible: The Gospel of John,Philip Saville,125,Henry Ian Cusick,Biography,17000000,4000000,-13000000,0.0,2003,7.7
2673,The Wackness,Jonathan Levine,99,Mary-Kate Olsen,Comedy,6000000,2800000,-3200000,0.0,2008,7.0
2674,The Walking Deceased,Scott Dow,88,Trenton Rostedt,Comedy,1250000,1000000,-250000,0.0,2015,3.4
2675,The Wash,DJ Pooh,93,Angell Conwell,Comedy,4000000,31100000,27100000,0.0,2001,4.6
2676,The Watch,Akiva Schaffer,102,Will Forte,Action,68000000,68000000,0,0.0,2012,5.7
2677,The Water Diviner,Russell Crowe,111,Cem Yilmaz,Drama,22500000,38000000,15500000,0.0,2014,7.1
2678,The Wave,Dennis Gansel,107,Max Riemelt,Thriller,5000000,65400000,60400000,0.0,2008,7.6
2679,The Way of the Gun,Christopher McQuarrie,119,Kristin Lehman,Action,8500000,13000000,4500000,0.0,2000,6.7
2680,The Way Way Back,Nat Faxon,103,Steve Carell,Comedy,5000000,23000000,18000000,0.0,2013,7.4
2681,The Weather Man,Gore Verbinski,102,Nicolas Cage,Comedy,22000000,19000000,-3000000,0.0,2005,6.6
2682,The Wedding Date,Clare Kilner,90,Jack Davenport,Comedy,15000000,47000000,32000000,0.0,2005,6.1
2683,The White Countess,James Ivory,135,Vanessa Redgrave,Drama,16000000,4130000,-11870000,0.0,2005,6.7
2684,The White Ribbon,Michael Haneke,144,Ulrich Tukur,Drama,12000000,2000000,-10000000,4.0,2009,7.8
2685,The Whole Nine Yards,Jonathan Lynn,98,Bruce Willis,Comedy,24000000,106000000,82000000,0.0,2000,6.7
2686,The Wild Thornberrys Movie,Cathy Malkasian,85,Alfre Woodard,Animation,25000000,60700000,35700000,0.0,2002,5.2
2687,The Witch,Robert Eggers,92,Julian Richings,Horror,3500000,40000000,36500000,0.0,2015,6.8
2688,The Woman in Black,James Watkins,95,Daniel Radcliffe,Drama,17000000,130000000,113000000,0.0,2012,6.4
2689,The Women,Diane English,114,Jada Pinkett Smith,Comedy,16500000,50000000,33500000,0.0,2008,4.9
2690,The Words,Brian Klugman,102,J.K. Simmons,Drama,6000000,13900000,7900000,0.0,2012,7.1
2691,The Work and the Glory II: American Zion,Sterling Van Wagenen,100,Emily Podleski,Drama,6500000,10500000,4000000,0.0,2005,6.6
2692,The World's End,Edgar Wright,109,Michael Smiley,Action,20000000,46000000,26000000,0.0,2013,7.0
2693,The World's Fastest Indian,Roger Donaldson,127,Anthony Hopkins,Biography,25000000,18300000,-6700000,0.0,2005,7.9
2694,The Wrestler,Darren Aronofsky,109,Mark Margolis,Drama,6000000,44000000,38000000,2.0,2008,7.9
2695,The Yards,James Gray,115,Charlize Theron,Crime,24000000,8890000,-15110000,0.0,2000,6.4
2696,The Young Messiah,Cyrus Nowrasteh,111,Clive Russell,Drama,18500000,7000000,-11500000,0.0,2016,5.4
2697,There Will Be Blood,Paul Thomas Anderson,158,Jim Meskimen,Drama,25000000,76000000,51000000,5.0,2007,8.1
2698,Theresa Is a Mother,C. Fraser Press,105,Elaine Bromka,Comedy,200000,1700000,1500000,0.0,2012,6.7
2699,They Will Have to Kill Us First,Johanna Schwartz,105,Aliou Touré,Documentary,400000,200000,-200000,0.0,2015,7.7
2700,They,Robert Harmon,89,Alexander Gould,Horror,17000000,12400000,-4600000,0.0,2002,4.8
2701,Things We Lost in the Fire,Susanne Bier,118,Alison Lohman,Drama,16000000,8000000,-8000000,0.0,2007,7.2
2702,Think Like a Man Too,Tim Story,106,Romany Malco,Comedy,24000000,7000000,-17000000,0.0,2014,5.7
2703,Think Like a Man,Tim Story,122,Chris Brown,Comedy,12000000,91000000,79000000,0.0,2012,6.6
2704,Thir13en Ghosts,Steve Beck,91,Shannon Elizabeth,Horror,20000000,68000000,48000000,0.0,2001,5.5
2705,Thirteen Conversations About One Thing,Jill Sprecher,104,Matthew McConaughey,Drama,4500000,40000000,35500000,0.0,2001,7.1
2706,Thirteen,Catherine Hardwicke,100,Holly Hunter,Drama,1500000,10000000,8500000,0.0,2003,6.8
2707,This Christmas,Preston A. Whitmore II,117,Mekhi Phifer,Comedy,13000000,50000000,37000000,0.0,2007,6.1
2708,This Is England,Shane Meadows,101,Stephen Graham,Crime,1500000,8000000,6500000,0.0,2006,7.7
2709,This Is Where I Leave You,Shawn Levy,103,Tina Fey,Comedy,19800000,41000000,21200000,0.0,2014,6.6
2710,Thomas and the Magic Railroad,Britt Allcroft,85,Mara Wilson,Adventure,19000000,19000000,0,0.0,2000,3.6
2711,Thr3e,Robby Henson,101,Marc Blucas,Thriller,2400000,6000000,3600000,0.0,2006,5.1
2712,Three Kingdoms: Resurrection of the Dragon,Daniel Lee,102,Andy Lau,Action,25000000,21000000,-4000000,0.0,2008,6.2
2713,Thumbsucker,Mike Mills,96,Kelli Garner,Comedy,4000000,1000000,-3000000,0.0,2005,6.6
2714,Tim and Eric's Billion Dollar Movie,Tim Heidecker,93,Michael Gross,Comedy,3000000,223000,-2777000,1.0,2012,5.3
2715,Time Changer,Rich Christiano,95,Gavin MacLeod,Drama,825000,1000000,175000,0.0,2002,5.6
2716,Time to Choose,Charles Ferguson,100,Jane Goodall,Documentary,3500000,700000,-2800000,0.0,2015,7.0
2717,Tiny Furniture,Lena Dunham,98,Lena Dunham,Comedy,65000,400000,335000,0.0,2010,6.3
2718,To Save a Life,Brian Baugh,120,Randy Wayne,Drama,1000000,3800000,2800000,0.0,2009,7.1
2719,Tomcats,Gregory Poirier,95,Shannon Elizabeth,Comedy,11000000,13600000,2600000,0.0,2001,5.3
2720,Top Five,Chris Rock,102,Rosario Dawson,Comedy,12000000,26000000,14000000,0.0,2014,6.5
2721,Top Spin,Sara Newens,80,Ariel Hsing,Documentary,150000,2500000,2350000,0.0,2014,7.1
2722,Trade,Marco Kreuzpaintner,120,Zack Ward,Crime,12000000,1200000,-10800000,0.0,2007,7.5
2723,Trance,Danny Boyle,101,Rosario Dawson,Crime,20000000,24000000,4000000,0.0,2013,7.0
2724,Transamerica,Duncan Tucker,103,Kevin Zegers,Adventure,1000000,15000000,14000000,1.0,2005,7.4
2725,Triangle,Christopher Smith,99,Rachael Carpani,Horror,12000000,1500000,-10500000,0.0,2009,6.9
2726,Triple 9,John Hillcoat,115,Kate Winslet,Action,20000000,24000000,4000000,0.0,2016,6.3
2727,Tristram Shandy: A Cock and Bull Story,Michael Winterbottom,94,Steve Coogan,Comedy,2800000,2000000,-800000,0.0,2005,6.8
2728,Trucker,James Mottern,90,Jimmy Bennett,Drama,2000000,107000,-1893000,0.0,2008,6.7
2729,Trust,David Schwimmer,106,Noah Emmerich,Crime,9500000,547000,-8953000,0.0,2010,7.0
2730,Truth or Die,Robert Heath,96,David Oakes,Horror,1000000,1500000,500000,0.0,2012,5.6
2731,Tsotsi,Gavin Hood,94,Terry Pheto,Crime,3000000,9000000,6000000,0.0,2005,7.3
2732,Tuck Everlasting,Jay Russell,90,William Hurt,Drama,15000000,19600000,4600000,0.0,2002,6.7
2733,Tusk,Kevin Smith,102,Johnny Depp,Comedy,3000000,1840000,-1160000,0.0,2014,5.4
2734,Two Can Play That Game,Mark Brown,90,Mo'Nique,Comedy,6000000,22000000,16000000,0.0,2001,6.1
2735,Two Lovers and a Bear,Kim Nguyen,96,Gordon Pinsent,Drama,8700000,1600000,-7100000,0.0,2016,7.2
2736,Two Lovers,James Gray,110,Isabella Rossellini,Drama,12000000,16800000,4800000,0.0,2008,7.1
2737,Unaccompanied Minors,Paul Feig,90,Tyler James Williams,Adventure,26000000,18000000,-8000000,0.0,2006,5.1
2738,Underclassman,Marcos Siega,95,Cheech Marin,Action,25000000,5000000,-20000000,0.0,2005,4.1
2739,Undercover Brother,Malcolm D. Lee,86,Dave Chappelle,Action,25000000,41000000,16000000,0.0,2002,5.8
2740,Underdogs,Juan José Campanella,106,Pablo Rago,Animation,22000000,1100000,-20900000,0.0,2013,6.7
2741,Underworld,Len Wiseman,133,Sophia Myles,Action,22000000,95000000,73000000,0.0,2003,7.0
2742,Undiscovered,Meiert Avis,97,Fisher Stevens,Comedy,9000000,1000000,-8000000,0.0,2005,4.2
2743,Unfriended,Levan Gabriadze,83,Shelley Hennig,Horror,1000000,64400000,63400000,0.0,2014,5.7
2744,United 93,Paul Greengrass,111,Christian Clemenson,Drama,15000000,77000000,62000000,2.0,2006,7.6
2745,Unknown,Jaume Collet-Serra,113,Liam Neeson,Action,30000000,136000000,106000000,0.0,2011,6.9
2746,Unsullied,Simeon Rice,93,Ward G. Smith,Action,1500000,1000000,-500000,0.0,2014,5.5
2747,Up in the Air,Jason Reitman,108,J.K. Simmons,Drama,25000000,166000000,141000000,2.0,2009,7.4
2748,Urban Legends: Final Cut,John Ottman,97,Loretta Devine,Horror,14000000,38000000,24000000,0.0,2000,4.1
2749,Urbania,Jon Shear,106,Dan Futterman,Drama,225000,130000,-95000,0.0,2000,7.0
2750,Valentine,Jamie Blanks,96,Marley Shelton,Horror,10000000,36700000,26700000,0.0,2001,4.7
2751,Valley of the Wolves: Iraq,Serdar Akar,122,Necati Sasmaz,Action,8300000,1000000,-7300000,0.0,2006,6.0
2752,Vampires Suck,Jason Friedberg,82,Diedrich Bader,Comedy,20000000,81600000,61600000,0.0,2010,3.5
2753,Van Wilder: Party Liaison,Walt Becker,94,Ryan Reynolds,Comedy,6000000,38000000,32000000,0.0,2002,6.4
2754,Vanity Fair,Mira Nair,141,Romola Garai,Drama,23000000,26000000,3000000,0.0,2004,6.2
2755,Vera Drake,Mike Leigh,125,Eddie Marsan,Crime,11000000,14000000,3000000,7.0,2004,7.7
2756,Veronica Guerin,Joel Schumacher,98,Brenda Fricker,Biography,17000000,15000000,-2000000,0.0,2003,6.9
2757,Viy,Oleg Stepchenko,107,Jason Flemyng,Adventure,26000000,31000000,5000000,0.0,2014,5.4
2758,W.,Oliver Stone,129,Toby Jones,Biography,25100000,29000000,3900000,0.0,2008,6.4
2759,Wah-Wah,Richard E. Grant,97,Emily Watson,Drama,7000000,1000000,-6000000,0.0,2005,6.9
2760,Waiting...,Rob McKittrick,94,Ryan Reynolds,Comedy,3000000,18000000,15000000,0.0,2005,6.8
2761,Walk the Line,James Mangold,153,Sandra Ellis Lafferty,Biography,28000000,187000000,159000000,3.0,2005,7.9
2762,Wal-Mart: The High Cost of Low Price,Robert Greenwald,20,Lee Scott,Documentary,1500000,2000000,500000,0.0,2005,6.8
2763,War,Philip G. Atwell,103,Jason Statham,Action,25000000,40000000,15000000,0.0,2007,6.3
2764,War Inc.,Joshua Seftel,107,Bashar Rahal,Action,10000000,1870000,-8130000,0.0,2008,5.7
2765,Warrior,Gavin O'Connor,140,Tom Hardy,Drama,25000000,23000000,-2000000,0.0,2011,8.2
2766,Wasabi,Gérard Krawczyk,94,Carole Bouquet,Action,15300000,11300000,-4000000,0.0,2001,6.6
2767,We Are Your Friends,Max Joseph,96,Vanessa Lengies,Drama,2000000,3500000,1500000,0.0,2015,6.1
2768,We Need to Talk About Kevin,Lynne Ramsay,112,Ezra Miller,Thriller,7000000,6500000,-500000,0.0,2011,7.5
2769,We Own the Night,James Gray,117,Robert Duvall,Crime,21000000,54500000,33500000,0.0,2007,6.9
2770,Welcome to Mooseport,Donald Petrie,110,Rip Torn,Comedy,26000000,14600000,-11400000,0.0,2004,5.2
2771,Welcome to the Sticks,Dany Boon,106,Dany Boon,Comedy,11000000,193000000,182000000,0.0,2008,7.1
2772,Wendy and Lucy,Kelly Reichardt,80,John Robinson,Drama,200000,1600000,1400000,0.0,2008,7.1
2773,Whale Rider,Niki Caro,101,Keisha Castle-Hughes,Drama,6000000,41000000,35000000,1.0,2002,7.6
