,Movie,Director,Running time,Actor 1,Genre,Budget,Box Office,Earnings,Oscar and Golden Globes awards,Release year,IMDb score
1561,All the Queen's Men,Stefan Ruzowitzky,105,Eddie Izzard,Action,25000000,23000000,-2000000,0.0,2001,4.5
1562,All the Real Girls,David Gordon Green,108,Zooey Deschanel,Drama,2500000,200000,-2300000,0.0,2003,6.9
1563,Alleluia! The Devil's Carnival,Darren Lynn Bousman,97,Paul Sorvino,Horror,500000,52000000,51500000,0.0,2016,7.4
1564,Aloft,Claudia Llosa,97,Ian Tracey,Drama,8000000,26000000,18000000,0.0,2014,5.3
1565,Alpha and Omega 4: The Legend of the Saw Toothed Cave,Richard Rich,45,Debi Derryberry,Action,7000000,3000000,-4000000,0.0,2014,6.0
1566,Always Woodstock,Rita Merson,97,Ryan Guzman,Comedy,2400000,6000000,3600000,0.0,2014,5.3
1567,American Desi,Piyush Dinker Pandya,100,Purva Bedi,Comedy,250000,1000000,750000,0.0,2001,6.7
1568,American Dreamz,Paul Weitz,107,Judy Greer,Comedy,19000000,16000000,-3000000,0.0,2006,5.5
1569,American Heist,Sarik Andreasyan,94,Hayden Christensen,Action,10000000,1500000,-8500000,0.0,2014,5.2
1570,American Psycho,Mary Harron,102,Christian Bale,Crime,7000000,34000000,27000000,0.0,2000,7.6
1571,Amigo,John Sayles,124,Brian Lee Franklin,Drama,1700000,5200000,3500000,0.0,2010,5.8
1572,Amour,Michael Haneke,127,Isabelle Huppert,Drama,8900000,20000000,11100000,5.0,2012,7.9
1573,An American Carol,David Zucker,83,Chriss Anglin,Comedy,12000000,7000000,-5000000,0.0,2008,4.3
1574,An American Haunting,Courtney Solomon,91,Sissy Spacek,Horror,14000000,30000000,16000000,0.0,2005,5.0
1575,An Education,Lone Scherfig,100,Dominic Cooper,Drama,4500000,26000000,21500000,3.0,2009,7.3
1576,An Unfinished Life,Lasse Hallström,108,Morgan Freeman,Drama,30000000,18000000,-12000000,0.0,2005,7.0
1577,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,97,Nicholas Gonzalez,Action,25000000,70000000,45000000,0.0,2004,4.6
1578,Anchorman: The Legend of Ron Burgundy,Adam McKay,98,Darcy Donavan,Comedy,26000000,90000000,64000000,0.0,2004,7.2
1579,And So It Goes,Rob Reiner,94,Yaya DaCosta,Comedy,18000000,25000000,7000000,0.0,2014,5.7
1580,And Then Came Love,Richard Schenkman,90,Vanessa Williams,Comedy,989000,1900000,911000,0.0,2007,4.8
1581,Anderson's Cross,Jerome Elston Scott,98,Taran Killam,Comedy,300000,800000,500000,0.0,2010,7.2
1582,Annabelle,John R. Leonetti,99,Alfre Woodard,Horror,6500000,257000000,250500000,0.0,2014,5.4
1583,Anomalisa,Duke Johnson,90,Jennifer Jason Leigh,Animation,8000000,5000000,-3000000,0.0,2015,7.3
1584,Anonymous,Roland Emmerich,130,Vanessa Redgrave,Drama,30000000,15000000,-15000000,0.0,2011,6.9
1585,Another Earth,Mike Cahill,92,Robin Lord Taylor,Drama,100000,1800000,1700000,0.0,2011,7.0
1586,Another Year,Mike Leigh,129,Jim Broadbent,Comedy,10000000,18700000,8700000,0.0,2010,7.3
1587,Antitrust,Peter Howitt,109,Tyler Labine,Action,30000000,11000000,-19000000,0.0,2001,6.1
1588,Antiviral,Brandon Cronenberg,108,Sarah Gadon,Horror,3200000,1700000,-1500000,0.0,2012,5.7
1589,Antwone Fisher,Denzel Washington,117,Denzel Washington,Biography,12500000,23000000,10500000,0.0,2002,7.3
1590,Apollo 18,Gonzalo López-Gallego,86,Warren Christie,Horror,5000000,25000000,20000000,0.0,2011,5.2
1591,Aqua Teen Hunger Force Colon Movie Film for Theaters,Matt Maiellaro,86,Tina Fey,Action,750000,5500000,4750000,0.0,2007,6.9
1592,Aquamarine,Elizabeth Allen Rosenbaum,104,Tammin Sursok,Comedy,12000000,23000000,11000000,0.0,2006,5.3
1593,Arbitrage,Nicholas Jarecki,107,Nate Parker,Thriller,12000000,35000000,23000000,0.0,2012,6.6
1594,Area 51,Oren Peli,91,Glenn Campbell,Horror,5000000,8000000,3000000,0.0,2015,4.2
1595,Armored,Nimród Antal,88,Andrew Fiscella,Action,27000000,35000000,8000000,0.0,2009,5.7
1596,Arn: The Knight Templar,Peter Flinth,270,Gustaf Skarsgård,Action,25000000,60000000,35000000,0.0,2007,6.6
1597,As Above So Below,John Erick Dowdle,93,Ben Feldman,Horror,5000000,41000000,36000000,0.0,2014,6.1
1598,As It Is in Heaven,Kay Pollak,133,Michael Nyqvist,Comedy,25000000,60700000,35700000,0.0,2004,7.6
1599,Assault on Precinct 13,Jean-François Richet,109,Brian Dennehy,Action,20000000,35200000,15200000,0.0,2005,6.3
1600,Atlas Shrugged II: The Strike,John Putch,111,Robert Picardo,Drama,10000000,3400000,-6600000,0.0,2012,5.5
1601,Atlas Shrugged: Who Is John Galt?,James Manera,99,Joaquim de Almeida,Drama,5000000,851000,-4149000,0.0,2014,4.4
1602,Attack the Block,Joe Cornish,88,John Boyega,Action,13000000,6100000,-6900000,0.0,2011,6.6
1603,August Rush,Kirsten Sheridan,114,Robin Williams,Drama,30000000,69200000,39200000,0.0,2007,7.5
1604,August: Osage County,John Wells,121,Benedict Cumberbatch,Drama,25000000,74500000,49500000,0.0,2013,7.3
1605,Auto Focus,Paul Schrader,105,Ed Begley Jr.,Biography,7000000,2500000,-4500000,0.0,2002,6.6
1606,Automata,Gabe Ibáñez,109,Birgitte Hjort Sørensen,Sci-Fi,7000000,1400000,-5600000,0.0,2014,6.1
1607,Awake,Joby Harold,84,Hayden Christensen,Crime,8600000,32000000,23400000,0.0,2007,6.5
1608,Away We Go,Sam Mendes,98,Catherine O'Hara,Comedy,17000000,15000000,-2000000,0.0,2009,7.1
1609,Baahubali: The Beginning,S.S. Rajamouli,159,Tamannaah Bhatia,Action,18026148,100000000,81973852,0.0,2015,8.4
1610,Baby Boy,John Singleton,130,Mo'Nique,Crime,16000000,29000000,13000000,0.0,2001,6.4
1611,Bachelorette,Leslye Headland,87,Kirsten Dunst,Comedy,3000000,5000000,2000000,0.0,2012,5.3
1612,Bad Grandpa,Jeff Tremaine,102,Jackson Nicoll,Comedy,15000000,150000000,135000000,0.0,2013,6.6
1613,Bad Moms,Jon Lucas,100,Mila Kunis,Comedy,20000000,183000000,163000000,0.0,2016,6.7
1614,Bad Moms,Jon Lucas,100,Mila Kunis,Comedy,20000000,183000000,163000000,0.0,2016,6.7
1615,Bad Santa,Terry Zwigoff,98,Bernie Mac,Comedy,18000000,76000000,58000000,0.0,2003,7.1
1616,Bad Teacher,Jake Kasdan,97,Justin Timberlake,Comedy,20000000,216000000,196000000,0.0,2011,5.7
1617,Bad Words,Jason Bateman,89,Beth Grant,Comedy,10000000,7810000,-2190000,0.0,2013,6.7
1618,Baggage Claim,David E. Talbert,96,Djimon Hounsou,Comedy,8500000,22000000,13500000,0.0,2013,5.0
1619,Bamboozled,Spike Lee,135,Gillian White,Comedy,10000000,2000000,-8000000,0.0,2000,6.5
1620,Bandslam,Todd Graff,111,Scott Porter,Comedy,20000000,12200000,-7800000,0.0,2009,6.4
1621,Bang Bang Baby,Jeffrey St. Jules,90,Boyd Banks,Drama,1000000,100000,-900000,0.0,2014,5.4
1622,Barbershop 2: Back in Business,Kevin Rodney Sullivan,106,Harry Lennix,Comedy,18000000,65500000,47500000,0.0,2004,5.7
1623,Barbershop,Tim Story,102,Sean Patrick Thomas,Comedy,12000000,77000000,65000000,0.0,2002,6.3
1624,Be Kind Rewind,Michel Gondry,102,Quinton Aaron,Comedy,20000000,31000000,11000000,0.0,2008,6.4
1625,Beastly,Daniel Barnz,86,Alex Pettyfer,Drama,17000000,28000000,11000000,0.0,2011,5.6
1626,Becoming Jane,Julian Jarrold,120,Anne Hathaway,Biography,16500000,39600000,23100000,0.0,2007,7.1
1627,Beerfest,Jay Chandrasekhar,110,Chris Moss,Comedy,17500000,20100000,2600000,0.0,2006,6.3
1628,Before I Go to Sleep,Rowan Joffe,92,Colin Firth,Drama,22000000,15000000,-7000000,0.0,2014,6.3
1629,Before Midnight,Richard Linklater,109,Seamus Davey-Fitzpatrick,Drama,3000000,21000000,18000000,0.0,2013,7.9
1630,Before Sunset,Richard Linklater,80,Vernon Dobtcheff,Drama,2700000,16000000,13300000,0.0,2004,8.0
1631,Begin Again,John Carney,104,James Corden,Drama,8000000,63000000,55000000,0.0,2013,7.4
1632,Beginners,Mike Mills,105,Goran Visnjic,Comedy,3200000,14000000,10800000,1.0,2010,7.2
1633,Being Julia,István Szabó,104,Miriam Margolyes,Comedy,18000000,7000000,-11000000,1.0,2004,7.1
1634,Beneath Hill 60,Jeremy Sims,122,Harrison Gilbertson,Drama,9000000,300000,-8700000,0.0,2010,7.1
1635,Bernie,Richard Linklater,99,Matthew McConaughey,Comedy,5000000,9200000,4200000,0.0,2011,6.8
1636,Best in Show,Christopher Guest,90,John Michael Higgins,Comedy,6000000,20000000,14000000,0.0,2000,7.5
1637,Better Luck Tomorrow,Justin Lin,98,Parry Shen,Crime,250000,3800000,3550000,0.0,2002,7.2
1638,Beverly Hills Chihuahua,Raja Gosnell,91,Jamie Lee Curtis,Adventure,20000000,150000000,130000000,0.0,2008,3.7
1639,Beyond the Black Rainbow,Panos Cosmatos,110,Chris Gauthier,Sci-Fi,1100000,550000,-550000,0.0,2010,6.1
1640,Beyond the Lights,Gina Prince-Bythewood,116,Minnie Driver,Drama,7000000,14000000,7000000,0.0,2014,6.9
1641,Beyond the Sea,Kevin Spacey,118,Kevin Spacey,Biography,23000000,8600000,-14400000,,2004,6.7
1642,Big Eyes,Tim Burton,106,Christoph Waltz,Biography,10000000,29300000,19300000,1.0,2014,7.0
1643,Big Fat Liar,Shawn Levy,88,Frankie Muniz,Adventure,15000000,53000000,38000000,0.0,2002,5.4
1644,Billy Elliot,Stephen Daldry,110,Julie Walters,Drama,5000000,109000000,104000000,,2000,7.7
1645,Birth,Jonathan Glazer,100,Cameron Bright,Drama,20000000,5820000,-14180000,0.0,2004,6.1
1646,Birthday Girl,Jez Butterworth,93,Mark Gatiss,Comedy,13000000,11000000,-2000000,0.0,2001,6.1
1647,Black Book,Paul Verhoeven,145,Michiel Huisman,Thriller,21000000,27000000,6000000,0.0,2006,7.8
1648,Black Christmas,Glen Morgan,94,Oliver Hudson,Horror,9000000,16000000,7000000,0.0,2006,4.5
1649,Black Nativity,Kasi Lemmons,93,Jennifer Hudson,Drama,17500000,7000000,-10500000,0.0,2013,4.4
1650,Black November,Jeta Amata,95,Akon,Action,7500000,300000,-7200000,0.0,2012,5.6
1651,Black or White,Mike Binder,121,Jennifer Ehle,Drama,9000000,21600000,12600000,0.0,2014,6.6
1652,Black Snake Moan,Craig Brewer,116,Justin Timberlake,Drama,15000000,10000000,-5000000,0.0,2006,7.0
1653,Black Swan,Darren Aronofsky,108,Natalie Portman,Thriller,13000000,330000000,317000000,2.0,2010,8.0
1654,Blonde Ambition,Scott Marshall,93,Drew Fuller,Comedy,10000000,10000000,0,0.0,2007,3.9
1655,Blood Ties,Guillaume Canet,144,Mila Kunis,Crime,25500000,2600000,-22900000,0.0,2013,6.5
1656,Bloody Sunday,Paul Greengrass,107,James Nesbitt,Drama,2000000,5000000,3000000,0.0,2002,7.7
1657,Blue Car,Karen Moncrieff,88,Frances Fisher,Drama,1000000,470000,-530000,0.0,2002,6.7
1658,Blue Like Jazz,Steve Taylor,108,Jason Marsden,Comedy,1200000,4200000,3000000,0.0,2012,6.0
1659,Blue Ruin,Jeremy Saulnier,90,Devin Ratray,Crime,1066167,1000000,-66167,0.0,2013,7.1
1660,Blue Valentine,Derek Cianfrance,112,Ryan Gosling,Drama,3500000,16000000,12500000,0.0,2010,7.4
1661,Boat Trip,Mort Nathan,97,Vivica A. Fox,Comedy,20000000,15000000,-5000000,0.0,2002,4.9
1662,Bobby,Emilio Estevez,112,Anthony Hopkins,Drama,14000000,20000000,6000000,0.0,2006,7.0
1663,Bodyguards and Assassins,Teddy Chan,139,Bingbing Fan,Action,23000000,53000000,30000000,0.0,2009,6.9
1664,Bon voyage,Jean-Paul Rappeneau,114,Isabelle Adjani,Comedy,20000000,50000000,30000000,1.0,2003,6.9
1665,Boogeyman,Stephen Kay,89,Barry Watson,Thriller,20000000,67000000,47000000,0.0,2005,4.1
1666,Book of Shadows: Blair Witch 2,Joe Berlinger,90,Kim Director,Adventure,15000000,47000000,32000000,0.0,2000,4.0
1667,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,82,Luenell,Comedy,18000000,262000000,244000000,0.0,2006,7.3
1668,Bottle Shock,Randall Miller,110,Alan Rickman,Comedy,5000000,1000000,-4000000,0.0,2008,6.8
1669,Bowling for Columbine,Michael Moore,120,Michael Moore,Documentary,4000000,58000000,54000000,4.0,2002,8.0
1670,Boyhood,Richard Linklater,165,Ellar Coltrane,Drama,4000000,44000000,40000000,4.0,2014,8.0
1671,Boys and Girls,Robert Iscove,94,Alyson Hannigan,Comedy,16000000,31600000,15600000,0.0,2000,5.3
1672,Bran Nue Dae,Rachel Perkins,88,Deborah Mailman,Comedy,6500000,7000000,500000,0.0,2009,6.3
1673,Brick Mansions,Camille Delamarre,100,Paul Walker,Action,28000000,73000000,45000000,0.0,2014,5.7
1674,Bride & Prejudice,Gurinder Chadha,122,Indira Varma,Comedy,7000000,6100000,-900000,0.0,2004,6.2
1675,Bridge to Terabithia,Gabor Csupo,96,Josh Hutcherson,Adventure,17000000,138000000,121000000,0.0,2007,7.2
1676,Bridget Jones's Diary,Sharon Maguire,97,Colin Firth,Comedy,26000000,282000000,256000000,1.0,2001,6.7
1677,Brigham City,Richard Dutcher,119,Wilford Brimley,Crime,1000000,1000000,0,0.0,2001,7.2
1678,Bright Star,Jane Campion,119,Abbie Cornish,Biography,8500000,5440000,-3060000,0.0,2009,7.0
1679,Bring It On,Peyton Reed,98,Kirsten Dunst,Comedy,10000000,90000000,80000000,0.0,2000,5.9
1680,Brooklyn Rules,Michael Corrente,99,Jerry Ferrara,Crime,8000000,9000000,1000000,0.0,2007,6.4
1681,Brooklyn,John Crowley,111,Julie Walters,Drama,11000000,62000000,51000000,4.0,2015,7.5
1682,Brother,Takeshi Kitano,114,Omar Epps,Crime,10000000,10000000,0,0.0,2000,7.2
1683,Brothers,Jim Sheridan,105,Natalie Portman,Thriller,26000000,40000000,14000000,0.0,2009,7.1
1684,Brown Sugar,Rick Famuyiwa,109,Boris Kodjoe,Comedy,8000000,27800000,19800000,0.0,2002,6.5
1685,Bubba Ho-Tep,Don Coscarelli,92,Daniel Roebuck,Comedy,1000000,1200000,200000,0.0,2002,7.2
1686,Bucky Larson: Born to Be a Star,Tom Brady,97,Don Johnson,Comedy,10000000,2400000,-7600000,0.0,2011,3.3
1687,Buen Día Ramón,Jorge Ramírez Suárez,120,Hector Kotsifakis,Drama,4000000,11670000,7670000,0.0,2013,7.7
1688,Buffalo Soldiers,Gregor Jordan,98,Dean Stockwell,Comedy,15000000,2000000,-13000000,0.0,2001,6.9
1689,Buried,Rodrigo Cortés,95,Ryan Reynolds,Drama,3000000,19000000,16000000,0.0,2010,7.0
1690,Burnt,John Wells,101,Bradley Cooper,Comedy,20000000,36100000,16100000,0.0,2015,6.6
1691,Cadillac Records,Darnell Martin,109,Cedric the Entertainer,Biography,12000000,8600000,-3400000,0.0,2008,7.0
1692,Call + Response,Justin Dillon,86,Matisyahu,Documentary,200000,100000,-100000,0.0,2008,7.5
1693,Captive,Jerry Jameson,97,David Oyelowo,Crime,2000000,4000000,2000000,0.0,2015,5.3
1694,Caramel,Nadine Labaki,95,Yasmine Al Massri,Comedy,1300000,14000000,12700000,0.0,2007,7.2
1695,Carnage,Roman Polanski,80,Kate Winslet,Comedy,25000000,28000000,3000000,0.0,2011,7.2
1696,Carrie,Kimberly Peirce,100,Chloë Grace Moretz,Drama,30000000,84000000,54000000,0.0,2013,5.9
1697,Casa de mi Padre,Matt Piedmont,84,Will Ferrell,Western,6000000,8500000,2500000,0.0,2012,5.5
1698,Case 39,Christian Alvart,109,Bradley Cooper,Horror,27000000,28000000,1000000,0.0,2009,6.2
1699,Casino Jack,George Hickenlooper,108,Kevin Spacey,Biography,15000000,10000000,-5000000,0.0,2010,6.2
1700,Catch a Fire,Phillip Noyce,98,Derek Luke,Biography,14000000,8000000,-6000000,0.0,2006,6.7
1701,Cecil B. DeMented,John Waters,87,Alicia Witt,Comedy,10000000,1700000,-8300000,0.0,2000,6.2
1702,Center Stage,Nicholas Hytner,115,Amanda Schull,Drama,18000000,23000000,5000000,0.0,2000,6.7
1703,Chain Letter,Deon Taylor,88,Matt Cohen,Horror,5000000,5800000,800000,0.0,2009,4.1
1704,Charlie Bartlett,Jon Poll,97,Robert Downey Jr.,Comedy,12000000,5000000,-7000000,0.0,2007,7.0
1705,Chasing Mavericks,Michael Apted,116,Gerard Butler,Biography,20000000,25000000,5000000,1.0,2012,7.2
1706,Checkmate,Timothy Woodward Jr.,97,Katrina Law,Action,1500000,500000,-1000000,0.0,2015,3.1
1707,Chéri,Stephen Frears,100,Tom Burke,Comedy,23000000,4000000,-19000000,0.0,2009,6.2
1708,Chernobyl Diaries,Bradley Parker,86,Jesse McCartney,Horror,1000000,37000000,36000000,0.0,2012,5.0
1709,Chicago Overcoat,Brian Caunter,94,Mike Starr,Action,3000000,250000,-2750000,0.0,2009,6.2
1710,Chocolat,Lasse Hallström,121,Lena Olin,Drama,25000000,152000000,127000000,1.0,2000,7.3
1711,Choke,Clark Gregg,92,Anjelica Huston,Comedy,3000000,2900000,-100000,0.0,2008,6.5
1712,Christmas Mail,John Murlowski,89,Ashley Scott,Comedy,2500000,1000000,-1500000,0.0,2010,5.8
1713,Chronicle,Josh Trank,89,Michael Kelly,Sci-Fi,12000000,125000000,113000000,0.0,2012,7.1
1714,Chuck & Buck,Miguel Arteta,96,Lupe Ontiveros,Comedy,250000,2000000,1750000,0.0,2000,6.6
1715,City Island,Raymond De Felitta,104,Ezra Miller,Comedy,6000000,11000000,5000000,0.0,2009,7.4
1716,City of Ghosts,Matt Dillon,116,Kirk Fox,Crime,17500000,5000000,-12500000,0.0,2002,6.0
1717,City of Life and Death,Chuan Lu,132,Ye Liu,Drama,12000000,2000000,-10000000,0.0,2009,7.7
1718,Clerks II,Kevin Smith,97,Ethan Suplee,Comedy,5000000,27000000,22000000,0.0,2006,7.4
1719,Clockstoppers,Jonathan Frakes,94,Michael Biehn,Action,26000000,38700000,12700000,0.0,2002,5.2
1720,Closer,Mike Nichols,98,Natalie Portman,Drama,27000000,115000000,88000000,2.0,2004,7.3
1721,Cloverfield,Matt Reeves,85,Mike Vogel,Action,25000000,170000000,145000000,0.0,2008,7.0
1722,Club Dread,Jay Chandrasekhar,119,Brittany Daniel,Comedy,8550000,8010000,-540000,0.0,2004,5.6
1723,Code 46,Michael Winterbottom,93,Samantha Morton,Drama,7500000,700000,-6800000,0.0,2003,6.3
1724,Code Name: The Cleaner,Les Mayfield,91,Callum Rennie,Action,20000000,10000000,-10000000,0.0,2007,4.5
1725,College,Deb Hagan,94,Drake Bell,Comedy,6500000,5600000,-900000,0.0,2008,4.6
1726,Come Early Morning,Joey Lauren Adams,97,Tim Blake Nelson,Drama,6000000,1200000,-4800000,0.0,2006,6.2
1727,Compadres,Enrique Begne,101,Kevin Pollak,Action,3000000,3000000,0,0.0,2016,5.0
1728,Compliance,Craig Zobel,90,Dreama Walker,Biography,270000,600000,330000,0.0,2012,6.4
1729,Confessions of a Dangerous Mind,George Clooney,113,Dick Clark,Biography,29000000,33000000,4000000,1.0,2002,7.1
1730,Confessions of a Teenage Drama Queen,Sara Sugarman,89,Adam Garcia,Comedy,15000000,29000000,14000000,0.0,2004,4.6
1731,Confidence,James Foley,97,Louis Lombardi,Crime,15000000,12400000,-2600000,0.0,2003,6.7
1732,Connie and Carla,Michael Lembeck,108,Debbie Reynolds,Comedy,20000000,9400000,-10600000,0.0,2004,6.3
1733,Conversations with Other Women,Hans Canosa,84,Olivia Wilde,Comedy,450000,143000,-307000,0.0,2005,7.1
1734,Corky Romano,Rob Pritts,86,Vincent Pastore,Comedy,11000000,26000000,15000000,0.0,2001,4.6
1735,Country Strong,Shana Feste,117,Leighton Meester,Drama,15000000,20000000,5000000,0.0,2010,6.3
1736,Crank,Mark Neveldine,93,Jason Statham,Action,12000000,42000000,30000000,0.0,2006,7.0
1737,Crank: High Voltage,Mark Neveldine,96,Jason Statham,Action,20000000,15000000,-5000000,0.0,2009,6.2
1738,Crash,Paul Haggis,115,Don Cheadle,Crime,6500000,98000000,91500000,3.0,2004,7.9
1739,Crazy Heart,Scott Cooper,112,Jeff Bridges,Drama,7000000,47000000,40000000,2.0,2009,7.3
1740,Crazy Stone,Hao Ning,98,Bo Huang,Comedy,3000000,750000,-2250000,0.0,2006,7.7
1741,Crazy/Beautiful,John Stockwell,135,Kirsten Dunst,Drama,14000000,19000000,5000000,0.0,2001,6.5
1742,Crocodile Dundee in Los Angeles,Simon Wincer,92,Jere Burns,Adventure,21150000,39000000,17850000,0.0,2001,4.8
1743,Crossover,Preston A. Whitmore II,95,Wesley Jonathan,Action,5600000,7000000,1400000,0.0,2006,2.1
1744,Crossroads,Tamra Davis,93,Britney Spears,Comedy,12000000,61000000,49000000,0.0,2002,3.3
1745,Crossroads,Tamra Davis,93,Britney Spears,Comedy,12000000,61000000,49000000,0.0,2002,3.3
1746,Crowsnest,Brenton Spencer,84,Christie Burke,Action,1200000,1200000,0,0.0,2012,3.8
1747,Cry_Wolf,Jeff Wadlow,90,Julian Morris,Thriller,1000000,10000000,9000000,0.0,2005,5.9
1748,Cyrus,Jay Duplass,91,Matt Walsh,Comedy,7000000,10200000,3200000,0.0,2010,6.3
1749,Da Sweet Blood of Jesus,Spike Lee,123,Rami Malek,Comedy,1420000,5000000,3580000,0.0,2014,4.1
1750,Daddy Day Camp,Fred Savage,89,Lochlyn Munro,Comedy,6000000,18000000,12000000,0.0,2007,2.9
1751,Dallas Buyers Club,Jean-Marc Vallée,117,Matthew McConaughey,Biography,5000000,55100000,50100000,6.0,2013,8.0
1752,Dance Flick,Damien Dante Wayans,88,Damon Wayans Jr.,Action,25000000,28000000,3000000,0.0,2009,3.5
1753,Danny Collins,Dan Fogelman,106,Al Pacino,Comedy,10000000,6000000,-4000000,0.0,2015,7.1
1754,Dark Blue,Ron Shelton,118,Khandi Alexander,Crime,15000000,16900000,1900000,0.0,2002,6.6
1755,Darkness Falls,Jonathan Liebesman,96,Sullivan Stapleton,Horror,11000000,32000000,21000000,0.0,2003,4.9
1756,Darkness,Jaume Balagueró,103,Lena Olin,Horror,10600000,22400000,11800000,0.0,2002,5.4
1757,Dave Chappelle's Block Party,Michel Gondry,100,Common,Comedy,3000000,12000000,9000000,0.0,2005,7.2
1758,Daybreakers,Michael Spierig,98,Jay Laga'aia,Action,20000000,50000000,30000000,0.0,2009,6.5
1759,Dead Man Down,Niels Arden Oplev,118,Dominic Cooper,Action,30000000,18000000,-12000000,0.0,2013,6.5
1760,Dead Man's Shoes,Shane Meadows,90,Paddy Considine,Crime,695393,6000000,5304607,0.0,2004,7.7
1761,Deadfall,Stefan Ruzowitzky,95,Charlie Hunnam,Crime,12000000,5720000,-6280000,0.0,2012,6.3
1762,Dear John,Lasse Hallström,108,Channing Tatum,Drama,25000000,114000000,89000000,0.0,2010,6.3
1763,Death at a Funeral,Frank Oz,87,Peter Dinklage,Comedy,9000000,50000000,41000000,0.0,2007,7.4
1764,Death Sentence,James Wan,111,Aisha Tyler,Action,20000000,16900000,-3100000,0.0,2007,6.8
1765,Decoys,Matthew Hastings,95,Meghan Ory,Comedy,5000000,3500000,-1500000,0.0,2004,4.6
1766,Defendor,Peter Stebbings,95,Michael Kelly,Comedy,3500000,45000000,41500000,0.0,2009,6.8
1767,Delivery Man,Ken Scott,105,Jack Reynor,Comedy,26000000,53000000,27000000,0.0,2013,6.4
1768,De-Lovely,Irwin Winkler,125,Kevin McNally,Biography,20000000,18000000,-2000000,0.0,2004,6.6
1769,Derailed,Mikael Håfström,112,Denis O'Hare,Thriller,22000000,57000000,35000000,0.0,2005,6.6
1770,Desert Dancer,Richard Raymond,104,Tom Cullen,Biography,4000000,8400000,4400000,0.0,2014,6.0
1771,Detention,Joseph Kahn,93,Josh Hutcherson,Comedy,10000000,530000,-9470000,0.0,2011,5.8
1772,Deuce Bigalow: European Gigolo,Mike Bigelow,83,Carlos Ponce,Comedy,22000000,22300000,300000,0.0,2005,4.6
1773,Deuces Wild,Scott Kalvert,96,Norman Reedus,Action,10000000,6000000,-4000000,0.0,2002,5.6
1774,Devil,John Erick Dowdle,80,Bojana Novakovic,Horror,10000000,63000000,53000000,0.0,2010,6.3
1775,Devil's Due,Matt Bettinelli-Olpin,89,Zach Gilford,Horror,7000000,36000000,29000000,0.0,2014,4.0
1776,Diary of a Mad Black Woman,Darren Grant,116,Cicely Tyson,Comedy,5500000,50000000,44500000,0.0,2005,5.6
1777,Diary of a Wimpy Kid,Thor Freudenthal,94,Chloë Grace Moretz,Comedy,15000000,75000000,60000000,0.0,2010,6.2
1778,Diary of a Wimpy Kid: Dog Days,David Bowers,94,Zachary Gordon,Comedy,22000000,77000000,55000000,0.0,2012,6.4
1779,Diary of a Wimpy Kid: Rodrick Rules,David Bowers,99,Zachary Gordon,Comedy,21000000,72000000,51000000,0.0,2011,6.6
1780,Diary of the Dead,George A. Romero,95,Megan Park,Horror,2000000,5000000,3000000,0.0,2007,5.7
1781,Dickie Roberts: Former Child Star,Sam Weisman,98,Kevin Grevioux,Comedy,17000000,23000000,6000000,0.0,2003,5.6
1782,Digimon: The Movie,Mamoru Hosoda,82,Lara Jill Miller,Action,5000000,16000000,11000000,0.0,2000,5.9
1783,Dirty Grandpa,Dan Mazer,109,Robert De Niro,Comedy,11500000,94000000,82500000,0.0,2016,6.0
1784,Dirty Pretty Things,Stephen Frears,97,Sophie Okonedo,Crime,10000000,13000000,3000000,0.0,2002,7.4
1785,Disaster Movie,Jason Friedberg,88,Carmen Electra,Comedy,25000000,34500000,9500000,0.0,2008,1.9
1786,District B13,Pierre Morel,84,David Belle,Action,12000000,8000000,-4000000,0.0,2004,7.2
1787,Disturbia,D.J. Caruso,105,Sarah Roemer,Drama,20000000,118000000,98000000,0.0,2007,6.9
1788,Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,116,Ellen Burstyn,Drama,27000000,73000000,46000000,0.0,2002,6.0
1789,Do You Believe?,Jon Gunn,120,Alexa PenaVega,Drama,2300000,46000000,43700000,0.0,2015,5.9
1790,DOA: Dead or Alive,Corey Yuen,87,Steve Howey,Action,21000000,7500000,-13500000,0.0,2006,4.8
1791,Dodgeball: A True Underdog Story,Rawson Marshall Thurber,92,Gary Cole,Comedy,20000000,168000000,148000000,0.0,2004,6.7
1792,Don Jon,Joseph Gordon-Levitt,90,Joseph Gordon-Levitt,Comedy,3000000,41000000,38000000,0.0,2013,6.6
1793,Donkey Punch,Oliver Blackburn,99,Julian Morris,Crime,900000,1200000,300000,0.0,2008,5.2
1794,Donnie Darko,Richard Kelly,133,Jake Gyllenhaal,Sci-Fi,4500000,7300000,2800000,0.0,2001,8.1
1795,Doogal,Dave Borthwick,77,Jimmy Fallon,Animation,20000000,27000000,7000000,0.0,2006,2.8
1796,Dope,Rick Famuyiwa,103,Kimberly Elise,Comedy,7000000,18000000,11000000,0.0,2015,7.3
1797,Double Take,George Gallo,88,Daniel Roebuck,Action,24000000,80000000,56000000,0.0,2001,5.3
1798,Doubt,John Patrick Shanley,104,Philip Seymour Hoffman,Drama,20000000,51000000,31000000,0.0,2008,7.5
1799,Down in the Valley,David Jacobson,108,Hunter Parrish,Drama,8000000,7900000,-100000,0.0,2005,6.5
